artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min
PianoDeuss,Hokage Funeral (Naruto Original Soundtrack),Hokage Funeral (Naruto Original Soundtrack),40.0,150674.0,False,0.306,0.0653,9.0,-20.226,0.0,0.0354,0.965,0.93,0.124,0.109,65.195,4.0,anime,2.511233333333333
Fery,Man Of The World (Obito's Fate),Man Of The World (Obito's Fate),36.0,204000.0,False,0.594,0.419,0.0,-8.066,0.0,0.0255,0.0776,0.219,0.249,0.112,100.008,4.0,anime,3.4
TK from Ling tosite sigure,Signal,Signal,49.0,319800.0,False,0.433,0.91,2.0,-2.547,0.0,0.0643,0.00173,2.99e-05,0.122,0.303,83.408,4.0,anime,5.33
Hiroaki Tsutsumi,Tokyo Revengers Original Soundtrack,Tokyo Revengers -Main Theme-,41.0,211613.0,False,0.449,0.929,10.0,-5.914,0.0,0.0473,0.000263,0.798,0.111,0.243,95.019,4.0,anime,3.526883333333333
EGOIST,BANG!!!,BANG!!!,54.0,196306.0,False,0.625,0.94,1.0,-0.643,0.0,0.142,0.138,0.0,0.227,0.783,137.02,4.0,anime,3.2717666666666667
Myuk,魔法,魔法,49.0,231955.0,False,0.609,0.634,1.0,-5.669,1.0,0.0297,0.134,0.0,0.0878,0.449,88.004,4.0,anime,3.8659166666666667
大原ゆい子,旅人の唄,旅人の唄,47.0,264087.0,False,0.404,0.668,10.0,-5.746,0.0,0.0303,0.0137,0.000326,0.123,0.495,136.98,3.0,anime,4.40145
frad;Hayne;Milky Day,fool,fool,56.0,130333.0,False,0.787,0.35,1.0,-5.614,1.0,0.0458,0.44,0.000623,0.251,0.488,90.0,4.0,anime,2.1722166666666665
EGOIST,Extra Terrestrial Biological Entities,Departures 〜あなたにおくるアイの歌〜,50.0,255013.0,False,0.473,0.431,2.0,-8.172,1.0,0.0305,0.493,0.0,0.0752,0.283,143.862,4.0,anime,4.250216666666667
Kenshi Yonezu,STRAY SHEEP,Flamingo,60.0,196386.0,False,0.76,0.668,7.0,-6.0,1.0,0.0546,0.165,0.0,0.0917,0.913,114.075,4.0,anime,3.2731
Hiroyuki Sawano,86―エイティシックス― オリジナル・サウンドトラック,Voices of the Chord,54.0,182173.0,False,0.486,0.403,4.0,-8.345,0.0,0.0296,0.203,0.00154,0.0677,0.16,141.85,4.0,anime,3.036216666666667
Joe Hisaishi,Howl's Moving Castle Soundtrack,You're in Love,62.0,71800.0,False,0.526,0.0344,7.0,-27.855,0.0,0.11,0.996,0.924,0.118,0.208,67.101,4.0,anime,1.1966666666666668
DISH//,No.1,No.1,55.0,230600.0,False,0.495,0.878,1.0,-4.3,1.0,0.058,0.0216,0.0,0.186,0.621,90.492,4.0,anime,3.8433333333333333
Kenshi Yonezu,Pale Blue,死神,62.0,180760.0,False,0.807,0.653,2.0,-6.308,1.0,0.0443,0.0349,9.08e-06,0.111,0.939,119.019,4.0,anime,3.0126666666666666
Kijugo,Hikaru Nara but is it okay if it's lofi?,Hikaru Nara but is it okay if it's lofi?,46.0,102089.0,False,0.73,0.408,4.0,-15.503,0.0,0.169,0.855,0.948,0.409,0.385,133.976,4.0,anime,1.7014833333333332
Yasuharu Takanashi;YAIBA,BORUTO -NARUTO THE MOVIE- Original Soundtrack,Spin and Burst,49.0,171093.0,False,0.351,0.904,6.0,-9.037,1.0,0.0553,2.37e-05,0.89,0.35,0.311,180.078,4.0,anime,2.85155
Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,暴走する悪意,46.0,112666.0,False,0.466,0.918,2.0,-6.61,1.0,0.0752,0.018,0.641,0.125,0.339,141.957,4.0,anime,1.8777666666666666
KANA-BOON,Honey & Darling,スターマーカー (Album Mix),57.0,213640.0,False,0.502,0.872,4.0,-3.449,1.0,0.0421,0.0107,0.0,0.313,0.808,134.047,4.0,anime,3.5606666666666666
μ's,μ's Best Album Best Live! Collection Ⅱ,輝夜の城で踊りたい,37.0,271493.0,False,0.57,0.96,6.0,-3.381,0.0,0.103,0.00467,1.83e-06,0.0818,0.641,135.044,4.0,anime,4.524883333333333
Khantrast;Musicality,Death Note Freestyle,Death Note Freestyle,44.0,127268.0,True,0.799,0.765,11.0,-7.729,1.0,0.279,0.0869,0.0,0.295,0.382,139.942,4.0,anime,2.1211333333333333
SawanoHiroyuki[nZk];Laco,Avid / Hands Up to the Sky,Hands Up to the Sky,55.0,212146.0,False,0.708,0.721,1.0,-3.815,0.0,0.0718,0.049,0.0,0.0731,0.525,97.992,4.0,anime,3.5357666666666665
sumika,Chime,秘密,43.0,267546.0,False,0.29,0.54,2.0,-7.491,1.0,0.0322,0.293,0.0,0.102,0.394,82.08,4.0,anime,4.4591
Cidergirl,SODA POP FANCLUB 4,シンデレラ,55.0,213053.0,False,0.58,0.941,7.0,-3.799,1.0,0.0595,0.00968,0.0,0.317,0.769,129.988,4.0,anime,3.550883333333333
Kato,Naruto Vibes,Alone,43.0,101820.0,False,0.523,0.617,9.0,-7.76,0.0,0.0265,0.0856,0.857,0.139,0.0868,79.964,4.0,anime,1.697
Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Rittaikidou,48.0,342720.0,False,0.366,0.571,2.0,-12.063,1.0,0.0565,0.0104,0.89,0.0939,0.136,155.093,3.0,anime,5.712
Aimer,Sun Dance,コイワズライ,61.0,235160.0,False,0.675,0.5,10.0,-5.825,1.0,0.0258,0.3,0.0,0.312,0.773,93.917,4.0,anime,3.9193333333333333
Kenshi Yonezu,BOOTLEG,LOSER,62.0,243813.0,False,0.679,0.931,1.0,-3.74,0.0,0.0474,0.00466,0.0,0.0652,0.962,121.001,4.0,anime,4.06355
Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.1 -Good Morning Morioh Cho- Music by Yugo Kanno,Diamond is unbreakable - Main Theme,56.0,247880.0,False,0.562,0.897,10.0,-4.882,0.0,0.0635,0.00166,0.0985,0.379,0.526,129.929,4.0,anime,4.131333333333333
Linked Horizon,Akatsuki no Requiem (TV Size),Akatsuki no Requiem (TV Size),49.0,90090.0,False,0.471,0.473,5.0,-10.757,1.0,0.0354,0.684,1.76e-05,0.108,0.265,137.045,3.0,anime,1.5015
Kainbeats,born in the sky,"rest well, my friend",54.0,173035.0,False,0.502,0.0242,1.0,-21.932,1.0,0.0284,0.969,0.938,0.372,0.0696,56.027,4.0,anime,2.8839166666666665
Raimu,The Spirit Within,Natsukashii,60.0,199746.0,False,0.854,0.291,9.0,-11.166,1.0,0.202,0.489,0.906,0.114,0.445,158.004,4.0,anime,3.3291
Yasuharu Takanashi,"""Fairy Tail"" Original Soundtrack Vol.1",Fairy Tail Main Theme - Slow ver.,49.0,154613.0,False,0.179,0.421,5.0,-7.51,1.0,0.0347,0.0636,0.752,0.201,0.049,76.853,3.0,anime,2.5768833333333334
BigRicePiano,The Sound of Rain,The Sound of Rain,51.0,254954.0,False,0.533,0.357,10.0,-23.667,0.0,0.083,0.957,0.197,0.345,0.399,121.259,4.0,anime,4.249233333333334
ENHYPEN,DIMENSION : 閃光,Always,53.0,186920.0,False,0.799,0.772,7.0,-3.812,1.0,0.0601,0.0508,0.0,0.107,0.731,109.926,4.0,anime,3.1153333333333335
HYDE,TOKYO - HALLOWEEN -,HALLOWEEN PARTY - プペル Ver.,0.0,313243.0,False,0.506,0.959,10.0,-5.532,0.0,0.064,0.0231,0.0,0.126,0.35,112.073,4.0,anime,5.220716666666666
Yasuharu Takanashi,"""Fairy Tail"" Original Soundtrack Vol.3",Dragon Force,49.0,145546.0,False,0.393,0.896,2.0,-4.857,0.0,0.0817,0.00451,0.79,0.204,0.353,145.008,4.0,anime,2.4257666666666666
Joe Hisaishi,Howl's Moving Castle Soundtrack,Opening Song - Merry-Go-Round of Life,60.0,153573.0,False,0.325,0.0947,2.0,-20.885,0.0,0.0333,0.906,0.869,0.571,0.0949,49.034,3.0,anime,2.55955
Raimu,The Spirit Within,Stuck in Æther,60.0,155294.0,False,0.537,0.2,5.0,-16.798,0.0,0.0457,0.721,0.952,0.279,0.0964,68.882,4.0,anime,2.588233333333333
Raimu,The Spirit Within,The Wild Dance,60.0,184428.0,False,0.591,0.335,1.0,-14.259,0.0,0.0545,0.686,0.432,0.408,0.0718,128.147,4.0,anime,3.0738
Raimu,The Spirit Within,To Be Continued..,60.0,161344.0,False,0.539,0.26,8.0,-18.753,0.0,0.1,0.873,0.695,0.345,0.104,119.011,4.0,anime,2.6890666666666667
Taku Iwasaki,JOJO'S BIZARRE ADVENTURE -O.S.T.] Battle Tendency [leicht verwendbar],awake,49.0,201626.0,False,0.308,0.915,6.0,-4.66,1.0,0.0476,3.15e-05,0.00868,0.282,0.549,180.037,4.0,anime,3.3604333333333334
Aimer,DAWN,LAST STARDUST,56.0,318666.0,False,0.473,0.845,2.0,-5.13,0.0,0.0455,0.0105,2.87e-05,0.13,0.223,121.963,3.0,anime,5.3111
MAN WITH A MISSION,Merry-Go-Round,Merry-Go-Round,56.0,243810.0,False,0.591,0.914,5.0,-5.617,0.0,0.0737,0.00267,0.0,0.0801,0.451,119.971,4.0,anime,4.0635
supercell,My Dearest,My Dearest,57.0,338520.0,False,0.394,0.918,0.0,-2.133,1.0,0.0628,0.0286,0.00117,0.17,0.324,168.166,4.0,anime,5.642
ClariS,ALIVE,ALIVE,63.0,217693.0,False,0.333,0.938,11.0,-2.662,1.0,0.186,0.111,4.82e-05,0.123,0.52,179.381,4.0,anime,3.628216666666667
ACE COLLECTION,70億にただ1つの奇跡,70億にただ1つの奇跡,38.0,384240.0,False,0.552,0.45,10.0,-8.094,1.0,0.0268,0.586,3.33e-06,0.154,0.403,75.008,4.0,anime,6.404
Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",Symphonicsuite (Aot) Part2-5th: Apple Seed,51.0,166853.0,False,0.479,0.864,0.0,-4.601,0.0,0.055,0.00505,4.58e-05,0.0926,0.421,159.994,4.0,anime,2.780883333333333
ENHYPEN;YEONJUN,DIMENSION : ANSWER,Blockbuster feat. YEONJUN of TOMORROW X TOGETHER,54.0,227453.0,False,0.495,0.926,8.0,-4.589,0.0,0.323,0.0384,0.0,0.348,0.642,159.922,4.0,anime,3.7908833333333334
MegaR;Nyako,Garou Miedo Cósmico Rap. El Puño de Dios,Garou Miedo Cósmico Rap. El Puño de Dios,38.0,176166.0,False,0.535,0.877,7.0,-9.381,1.0,0.497,0.593,0.0,0.202,0.543,90.248,4.0,anime,2.9361
Galileo Galilei,PORTAL,青い栞,53.0,337960.0,False,0.604,0.666,4.0,-7.155,1.0,0.0271,0.0499,3.78e-05,0.14,0.246,132.031,4.0,anime,5.632666666666666
Yasuharu Takanashi,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック,千軍万馬,45.0,111160.0,False,0.169,0.241,9.0,-12.577,1.0,0.0357,0.586,0.942,0.0665,0.0734,125.408,5.0,anime,1.8526666666666667
Yuki Hayashi;Asami Tachibana,TVアニメ「ハイキュー!!」 オリジナルサウンドトラック 2,チームの地力,46.0,178000.0,False,0.482,0.652,9.0,-10.592,0.0,0.0331,0.0047,0.821,0.117,0.293,135.015,4.0,anime,2.966666666666667
amazarashi,世界収束二一一六,季節は次々死んでいく,54.0,338880.0,False,0.545,0.897,0.0,-3.983,1.0,0.0409,0.105,0.0,0.209,0.459,90.517,4.0,anime,5.648
amazarashi,BOYCOTT,さよならごっこ,49.0,272613.0,False,0.621,0.717,6.0,-5.096,0.0,0.0853,0.384,0.0,0.193,0.591,146.984,4.0,anime,4.54355
Yasuharu Takanashi;YAIBA,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック Ⅲ,NARUTO Main Theme'16,42.0,265213.0,False,0.57,0.839,9.0,-9.194,0.0,0.0399,5.43e-05,0.678,0.116,0.514,124.97,4.0,anime,4.420216666666667
Eve,闇夜,闇夜,50.0,229394.0,False,0.444,0.637,11.0,-3.73,0.0,0.0361,0.17,0.0,0.112,0.23,79.821,4.0,anime,3.8232333333333335
Raimu,Dandelion's Lullaby,Dandelion's Lullaby,57.0,123870.0,False,0.682,0.141,2.0,-19.345,0.0,0.0616,0.801,0.886,0.112,0.109,93.099,4.0,anime,2.0645
TK from Ling tosite sigure,katharsis (TV edit),katharsis (TV edit),48.0,89387.0,False,0.661,0.706,8.0,-4.045,1.0,0.158,0.223,0.0,0.234,0.435,144.051,4.0,anime,1.4897833333333332
BURNOUT SYNDROMES,ヒカリアレ,ヒカリアレ,47.0,244800.0,False,0.311,0.944,7.0,-1.734,1.0,0.14,0.0116,0.0,0.383,0.398,177.948,4.0,anime,4.08
Eve,Smile,Raison Detre,57.0,222245.0,False,0.54,0.802,2.0,-4.085,0.0,0.0473,0.000103,7.43e-06,0.179,0.553,152.018,4.0,anime,3.704083333333333
Kijugo,Shinzo wo Sasageyo but is it okay if it's lofi?,Shinzo wo Sasageyo but is it okay if it's lofi?,47.0,152000.0,False,0.879,0.438,0.0,-15.566,1.0,0.0464,0.68,0.805,0.0864,0.433,120.007,4.0,anime,2.533333333333333
Eir Aoi,BLAU,INNOCENCE,56.0,277320.0,False,0.339,0.932,1.0,-2.419,0.0,0.118,0.00583,6.3e-06,0.273,0.486,182.808,4.0,anime,4.622
Kato,Naruto Vibes,Samidare,43.0,105607.0,False,0.631,0.498,2.0,-8.702,0.0,0.0394,0.563,0.888,0.0987,0.249,140.009,4.0,anime,1.7601166666666668
STEREO DIVE FOUNDATION,STEREO DIVE,Daisy,50.0,274893.0,False,0.502,0.83,9.0,-4.849,1.0,0.0554,0.00982,5.48e-05,0.0728,0.545,170.03,4.0,anime,4.58155
Samuel Kim,Akuma no Ko (Cinematic Version),Akuma no Ko - Cinematic Version,41.0,240346.0,False,0.236,0.313,9.0,-8.731,1.0,0.0295,0.5,0.571,0.0885,0.136,81.468,4.0,anime,4.005766666666666
Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",Attack on D,48.0,284333.0,False,0.241,0.262,0.0,-12.617,0.0,0.0354,0.205,0.838,0.114,0.0385,116.671,4.0,anime,4.738883333333333
Hikaru Utada,First Love,First Love,65.0,257293.0,False,0.438,0.434,7.0,-8.37,1.0,0.0371,0.122,0.0,0.15,0.195,179.913,4.0,anime,4.288216666666667
Feora,Sadness and Sorrow,Sadness and Sorrow,41.0,131081.0,False,0.568,0.472,4.0,-14.215,0.0,0.0289,0.615,0.942,0.123,0.211,120.005,4.0,anime,2.1846833333333335
Cö Shu Nie;Naeleck,SAKURA BURST (Naeleck Remix) - SACRA BEATS Singles,SAKURA BURST (Naeleck Remix) - SACRA BEATS Singles,49.0,247384.0,False,0.793,0.809,11.0,-4.267,0.0,0.0408,0.0251,0.000336,0.352,0.158,130.003,4.0,anime,4.123066666666666
Khantrast,Eight Gates Flow,Eight Gates Flow,44.0,197927.0,True,0.762,0.545,1.0,-10.262,1.0,0.348,0.152,0.0,0.352,0.248,129.887,4.0,anime,3.298783333333333
LiSA,だってアタシのヒーロー。,だってアタシのヒーロー。,55.0,234093.0,False,0.394,0.99,10.0,-0.589,0.0,0.188,0.0365,0.0,0.174,0.269,188.954,4.0,anime,3.90155
Kato,One Piece Vibes,Overtaken,47.0,129905.0,False,0.616,0.365,7.0,-9.542,1.0,0.0369,0.245,0.745,0.164,0.346,105.989,4.0,anime,2.1650833333333335
Minijau,Naruto Main Theme,Naruto Main Theme,33.0,139250.0,False,0.726,0.419,0.0,-13.615,1.0,0.0586,0.323,0.89,0.107,0.73,74.996,4.0,anime,2.3208333333333333
Eve,Kaizin,Yoruwahonoka,53.0,193921.0,False,0.747,0.672,6.0,-6.267,1.0,0.0616,0.00694,0.0,0.126,0.611,119.017,4.0,anime,3.2320166666666665
Rustage;GameboyJones;Tokumei;Rockit Music;Connor Rapper;Shwabadi;Deaded Yasuke;Eddie Rath;DaisyBanaisy;None Like Joshua,Akatsuki,Akatsuki,41.0,354471.0,True,0.798,0.705,1.0,-6.396,1.0,0.37,0.397,0.0,0.0994,0.457,167.934,4.0,anime,5.90785
Kato,Naruto Vibes,Blue Bird,45.0,111262.0,False,0.615,0.294,6.0,-14.34,0.0,0.0275,0.829,0.857,0.112,0.167,81.97,4.0,anime,1.8543666666666667
KOHTA YAMAMOTO,Attack on Titan The Final Season Original Soundtrack,Ashes on The Fire,45.0,274626.0,False,0.216,0.684,7.0,-10.282,1.0,0.0473,0.00174,0.93,0.057,0.0908,101.804,3.0,anime,4.5771
KANKAKU PIERO,Rakugakipeiji,Rakugakipeiji,52.0,203495.0,False,0.325,0.968,1.0,-4.47,1.0,0.156,0.00677,0.0258,0.183,0.364,184.085,4.0,anime,3.391583333333333
Yoko Takahashi,NEON GENESIS EVANGELION SOUNDTRACK 25th ANNIVERSARY BOX,残酷な天使のテーゼ<Director's Edit. Version>,36.0,245093.0,False,0.586,0.791,0.0,-5.107,0.0,0.0482,0.0145,1.15e-05,0.178,0.42,128.132,4.0,anime,4.084883333333333
Kenshi Yonezu;Masaki Suda,BOOTLEG,灰色と青 ( + 菅田将暉 ),62.0,332186.0,False,0.522,0.597,4.0,-4.883,1.0,0.0295,0.345,0.0,0.103,0.387,80.952,4.0,anime,5.536433333333333
Eve,Otogi,Outsider,54.0,207647.0,False,0.526,0.885,6.0,-2.189,0.0,0.0657,0.017,0.0,0.146,0.847,171.92,4.0,anime,3.4607833333333335
Mrs. GREEN APPLE,ダンスホール,ダンスホール,77.0,203149.0,False,0.736,0.695,7.0,-3.87,1.0,0.0468,0.0209,0.0,0.0517,0.784,109.976,4.0,anime,3.3858166666666665
CHiCO with HoneyWorks,瞬く世界にiを揺らせ,決戦スピリット,56.0,270306.0,False,0.579,0.952,5.0,-2.678,0.0,0.054,0.00459,0.0,0.113,0.352,94.026,4.0,anime,4.5051
Yuki Hayashi,TVアニメ「僕のヒーローアカデミア」 2nd オリジナル・サウンドトラック,Jet Set Run,50.0,225693.0,False,0.255,0.943,7.0,-5.586,0.0,0.174,0.000669,0.933,0.222,0.276,179.999,4.0,anime,3.76155
Samuel Kim,Carol of The Bells - Epic Version,Carol of The Bells - Epic Version,44.0,189274.0,False,0.449,0.522,7.0,-8.947,0.0,0.0374,0.158,0.634,0.116,0.0745,154.038,3.0,anime,3.1545666666666667
Kato,Ghibli Vibes,Spirited Away (One Summer's Day),47.0,127664.0,False,0.418,0.355,0.0,-13.513,1.0,0.0303,0.958,0.917,0.148,0.272,180.118,4.0,anime,2.1277333333333335
Eve,Otogi,Last Dance,58.0,240496.0,False,0.497,0.838,6.0,-2.703,0.0,0.0463,0.000815,0.0,0.0461,0.82,176.025,4.0,anime,4.008266666666667
Zarcort,Halo 4 Rap,Halo 4 Rap,38.0,104698.0,False,0.683,0.875,4.0,-8.121,0.0,0.0895,0.298,0.0,0.916,0.607,128.453,4.0,anime,1.7449666666666668
Celestial Alignment,Northern Lights,One More Coffee,3.0,118492.0,False,0.627,0.117,8.0,-21.584,1.0,0.0376,0.979,0.926,0.264,0.382,68.845,4.0,anime,1.9748666666666668
Rustage;Frazer,Joker (Gotham City),Joker (Gotham City),48.0,193921.0,True,0.813,0.9,6.0,-5.012,0.0,0.282,0.297,0.0,0.232,0.316,95.0,4.0,anime,3.2320166666666665
Macaroni Empitsu,ハッピーエンドへの期待は,メレンゲ,38.0,237193.0,False,0.601,0.68,2.0,-4.638,1.0,0.0317,0.0154,0.0,0.101,0.656,104.023,4.0,anime,3.9532166666666666
Official HIGE DANdism,Traveler,Yesterday,53.0,299164.0,False,0.541,0.8,6.0,-3.687,1.0,0.0382,0.0442,0.0,0.398,0.56,129.939,4.0,anime,4.986066666666667
Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Apoptosis - LIVE,32.0,389226.0,False,0.354,0.685,5.0,-7.805,0.0,0.0387,0.119,0.0,0.79,0.277,156.008,4.0,anime,6.4871
ENHYPEN,DIMENSION : 閃光,Tamed-Dashed - Japanese Ver.,54.0,195920.0,False,0.604,0.805,1.0,-4.335,0.0,0.0478,0.00129,3.17e-06,0.124,0.726,154.996,4.0,anime,3.2653333333333334
Official HIGE DANdism,Editorial,I Love...,52.0,282680.0,False,0.546,0.663,9.0,-6.071,1.0,0.0536,0.00938,0.0,0.178,0.407,171.698,4.0,anime,4.711333333333333
ENHYPEN,DIMENSION : ANSWER,"Attention, please!",55.0,167594.0,False,0.498,0.871,2.0,-4.593,0.0,0.0494,0.000483,0.0,0.279,0.613,150.035,4.0,anime,2.7932333333333332
Adrian Barba,"En Marcha Estoy (From ""Tierra De Osos"")","En Marcha Estoy (From ""Tierra De Osos"")",37.0,216807.0,False,0.481,0.658,7.0,-4.572,1.0,0.0474,0.261,0.0,0.173,0.541,203.994,4.0,anime,3.61345
LiSA,LiTTLE DEViL PARADE,Catch the Moment,58.0,282626.0,False,0.401,0.978,7.0,-1.875,1.0,0.147,0.0578,1.87e-06,0.331,0.446,190.083,4.0,anime,4.7104333333333335
TM NETWORK,GIFT FOR FANKS,Get Wild,38.0,240333.0,False,0.624,0.856,7.0,-10.914,1.0,0.0477,0.0157,7.29e-06,0.158,0.836,131.834,4.0,anime,4.00555
KANA-BOON;もっさ,ないものねだり - Revenge THE FIRST TAKE,ないものねだり - Revenge THE FIRST TAKE,58.0,256256.0,False,0.565,0.811,1.0,-3.745,0.0,0.057,0.0141,0.0,0.0726,0.691,87.508,4.0,anime,4.270933333333334
amazarashi,境界線,境界線,53.0,293824.0,False,0.473,0.9,11.0,-3.073,0.0,0.0511,0.00209,0.0,0.0948,0.377,186.91,4.0,anime,4.8970666666666665
SoulBeatz,MAN OF THE WORLD,MAN OF THE WORLD,41.0,224580.0,False,0.437,0.469,2.0,-12.201,0.0,0.0406,0.334,0.716,0.683,0.0395,139.986,4.0,anime,3.743
EMPiRE,RiGHT NOW,RiGHT NOW,52.0,212690.0,False,0.402,0.961,6.0,-2.235,1.0,0.133,0.0445,2.86e-06,0.904,0.312,154.97,4.0,anime,3.5448333333333335
KANA-BOON,NAMiDA,バトンロード,51.0,280240.0,False,0.361,0.946,1.0,-3.516,1.0,0.0759,0.000504,0.000172,0.343,0.39,161.92,4.0,anime,4.6706666666666665
物語シリーズ,Utamonogatari Special Edition (Original Soundtrack),白金ディスコ,50.0,256573.0,False,0.738,0.929,11.0,-3.257,1.0,0.0362,0.0546,0.0,0.318,0.862,116.996,4.0,anime,4.2762166666666666
DOES,DOES,紅蓮,53.0,243000.0,False,0.428,0.931,1.0,-2.628,0.0,0.05,5.82e-06,1.5e-06,0.0746,0.575,93.984,4.0,anime,4.05
ヴィヴィ(Vo.八木海莉),Sing My Pleasure,Sing My Pleasure,55.0,289274.0,False,0.477,0.954,5.0,-2.4,0.0,0.0729,0.00387,2.39e-06,0.386,0.455,87.434,4.0,anime,4.821233333333334
Eve,Smile,Kokoroyohou,55.0,199995.0,False,0.718,0.831,3.0,-3.213,1.0,0.0758,0.116,0.0,0.305,0.761,142.942,4.0,anime,3.33325
JAM Project,静寂のアポストル,静寂のアポストル,50.0,218695.0,False,0.282,0.916,10.0,-2.113,0.0,0.0884,0.000327,0.0,0.216,0.518,102.968,4.0,anime,3.6449166666666666
EMPiRE,the GREAT JOURNEY ALBUM,RiGHT NOW,46.0,212690.0,False,0.404,0.962,6.0,-2.234,1.0,0.133,0.0457,3.15e-06,0.904,0.314,154.99,4.0,anime,3.5448333333333335
Samuel Kim,Ashes on The Fire,Ashes on The Fire,42.0,330819.0,False,0.42,0.782,5.0,-7.414,0.0,0.0555,0.0179,0.922,0.0704,0.191,101.779,3.0,anime,5.51365
Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",Call Your Name (Gv),48.0,259720.0,False,0.592,0.61,8.0,-5.682,1.0,0.0294,0.0385,0.0816,0.104,0.162,72.97,4.0,anime,4.328666666666667
Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",Symphonicsuite (Aot) Part2-6th: Thanksat,46.0,239773.0,False,0.195,0.178,2.0,-11.356,0.0,0.0331,0.429,0.925,0.0885,0.0545,75.227,4.0,anime,3.9962166666666668
Reol,No title-,No title,57.0,243903.0,False,0.502,0.874,1.0,-5.981,0.0,0.0677,0.0933,0.000173,0.0638,0.884,199.751,4.0,anime,4.06505
Berioska,Netsujou No Spectrum (Nanatsu No Taizai),Netsujou No Spectrum (Nanatsu No Taizai),50.0,223183.0,False,0.297,0.789,11.0,-4.398,0.0,0.0404,0.0017,0.0,0.249,0.533,160.044,4.0,anime,3.719716666666667
syudou,Gambling,Gambling,52.0,219406.0,False,0.516,0.982,11.0,-1.972,0.0,0.0986,0.012,0.0,0.335,0.517,98.024,4.0,anime,3.6567666666666665
Aqua Timez,うたい去りし花,Velonica,56.0,278400.0,False,0.495,0.925,7.0,-3.193,1.0,0.0417,0.000129,0.0,0.139,0.587,136.977,4.0,anime,4.64
Kenshi Yonezu,BOOTLEG,orion,58.0,281906.0,False,0.702,0.614,8.0,-4.93,1.0,0.028,0.103,0.0,0.231,0.507,104.022,4.0,anime,4.698433333333333
Kenshi Yonezu,STRAY SHEEP,感電,66.0,264533.0,False,0.633,0.723,8.0,-5.733,0.0,0.143,0.107,0.0,0.0818,0.688,103.101,4.0,anime,4.408883333333334
Raimu,The Spirit Within,Mystery Lands,59.0,182686.0,False,0.679,0.199,4.0,-16.669,0.0,0.0524,0.797,0.727,0.711,0.168,133.918,4.0,anime,3.044766666666667
Mrs. GREEN APPLE;Sonoko Inoue,青と夏,点描の唄,72.0,307066.0,False,0.502,0.632,0.0,-4.612,1.0,0.0273,0.447,0.0,0.103,0.308,152.014,4.0,anime,5.117766666666666
Raimu,The Spirit Within,Morning's Chant,58.0,207187.0,False,0.645,0.371,6.0,-13.141,0.0,0.0586,0.782,0.882,0.633,0.131,128.002,4.0,anime,3.453116666666667
Otaku;LoFi Waiter,Ghibli Lofi,The Girl Who Fell from the Sky,58.0,115216.0,False,0.635,0.307,0.0,-16.255,0.0,0.0446,0.676,0.904,0.0928,0.408,150.456,4.0,anime,1.9202666666666666
Kato,Anime & Chill,Again (Fullmetal Alchemist Brotherhood),46.0,103946.0,False,0.809,0.126,4.0,-11.467,0.0,0.0477,0.831,0.958,0.112,0.29,99.969,4.0,anime,1.7324333333333333
Otaku,Anime Lofi Vol. 3,Chala Head Chala (DBZ),55.0,107448.0,False,0.73,0.162,9.0,-16.627,1.0,0.0672,0.265,0.893,0.0987,0.152,170.026,4.0,anime,1.7908
Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Universe - LIVE,29.0,340453.0,False,0.51,0.868,6.0,-6.271,1.0,0.05,0.0309,0.0,0.944,0.593,92.97,4.0,anime,5.674216666666666
Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),No Doubt - LIVE,21.0,246080.0,False,0.349,0.955,11.0,-4.87,0.0,0.35,0.0286,0.0,0.393,0.442,167.104,4.0,anime,4.101333333333334
Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Pending Machine - LIVE,22.0,243760.0,False,0.522,0.882,7.0,-6.189,1.0,0.0525,0.0425,0.0,0.397,0.633,103.972,4.0,anime,4.062666666666667
Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Lost In My Room - LIVE,20.0,392053.0,False,0.555,0.455,4.0,-9.457,1.0,0.0383,0.29,0.0,0.551,0.0884,108.022,4.0,anime,6.534216666666667
