artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min
Kijugo,Kamado Tanjiro no Uta but is it okay if it's lofi?,Kamado Tanjiro no Uta but is it okay if it's lofi?,49.0,153000.0,False,0.809,0.193,5.0,-16.189,1.0,0.0427,0.499,0.906,0.117,0.26,140.009,4.0,anime,2.55
ENHYPEN,Always,Always,59.0,186872.0,False,0.804,0.771,7.0,-3.836,1.0,0.059,0.0466,0.0,0.109,0.73,110.014,4.0,anime,3.114533333333333
Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Stardust Crusaders O.S.T [Departure],Stardust Crusaders,57.0,307893.0,False,0.272,0.926,5.0,-6.754,0.0,0.114,3.13e-05,0.771,0.308,0.24,140.01,4.0,anime,5.13155
Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",Symphonicsuite (Aot) Part2-1st: Attack on Titan (Wmid),52.0,310693.0,False,0.496,0.736,5.0,-6.039,1.0,0.0827,0.0161,0.0208,0.362,0.0737,124.692,4.0,anime,5.178216666666667
KOHTA YAMAMOTO,Attack on Titan The Final Season Original Soundtrack,The Other Side of the Sea,47.0,297493.0,False,0.276,0.5,7.0,-9.815,1.0,0.0354,0.0066,0.567,0.339,0.0586,173.926,3.0,anime,4.958216666666667
Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",Zero Eclipse,51.0,253893.0,False,0.637,0.756,7.0,-4.614,0.0,0.0314,0.0382,0.0,0.0508,0.334,134.011,4.0,anime,4.23155
Rustage;Broken,Bounce Back (Luffy Rap),Bounce Back (Luffy Rap),49.0,182520.0,False,0.829,0.885,9.0,-3.672,0.0,0.213,0.392,0.0,0.0653,0.674,125.098,4.0,anime,3.042
中野家の五つ子,Gotoubun no Kimochi,Gotoubun no Kimochi,54.0,222226.0,False,0.527,0.922,4.0,-2.637,1.0,0.0414,0.0645,9.05e-05,0.314,0.915,175.032,4.0,anime,3.7037666666666667
ENHYPEN,DIMENSION : ANSWER,Just A Little Bit,56.0,167820.0,False,0.441,0.59,0.0,-5.615,1.0,0.0514,0.242,0.0,0.349,0.411,84.633,4.0,anime,2.797
ENHYPEN,BORDER : 儚い,Forget Me Not,58.0,203893.0,False,0.569,0.877,8.0,-3.593,1.0,0.117,0.0134,0.0,0.342,0.782,161.133,4.0,anime,3.398216666666667
TRUE,Lonely Queen's Liberation Party,Sincerely,56.0,275800.0,False,0.409,0.819,9.0,-3.784,0.0,0.0564,0.0351,0.0,0.322,0.458,143.937,4.0,anime,4.596666666666667
EGOIST,Extra terrestrial Biological Entities,Departures 〜あなたにおくるアイの歌〜,41.0,255013.0,False,0.47,0.426,2.0,-8.187,1.0,0.0304,0.5,0.0,0.0747,0.264,143.95,4.0,anime,4.250216666666667
Rustage;Or3o;McGwire,Family Business (Spy x Family Rap),Family Business (Spy x Family Rap),49.0,186642.0,False,0.808,0.883,7.0,-3.484,1.0,0.262,0.487,1.2e-06,0.12,0.547,140.195,4.0,anime,3.1107
Khantrast,Naruto Theme Song Freestyle,Naruto Theme Song Freestyle,52.0,144308.0,True,0.844,0.891,2.0,-2.161,1.0,0.302,0.216,0.0,0.163,0.591,126.98,4.0,anime,2.405133333333333
Kato,Sleep Anime Lofi Beats,Sparkle Lofi (Your Name),58.0,68043.0,False,0.368,0.0509,11.0,-27.439,1.0,0.0333,0.959,0.866,0.14,0.446,185.343,3.0,anime,1.13405
Kato,Sleep Anime Lofi Beats,Howl's Moving Castle Lofi (Merry Go Round),58.0,63049.0,False,0.767,0.208,6.0,-21.687,1.0,0.0601,0.533,0.857,0.098,0.232,120.089,3.0,anime,1.0508166666666667
Kato,Sleep Anime Lofi Beats,The World Lofi (Death Note),57.0,94662.0,False,0.376,0.0555,7.0,-28.725,1.0,0.0365,0.764,0.824,0.38,0.106,141.204,3.0,anime,1.5777
Kato,Sleep Anime Lofi Beats,Inferno Lofi (Fire Force),58.0,77162.0,False,0.475,0.0733,4.0,-29.102,1.0,0.0318,0.898,0.8,0.0908,0.135,94.218,4.0,anime,1.2860333333333334
Kato,Sleep Anime Lofi Beats,Departure Lofi (Hunter X Hunter),57.0,83432.0,False,0.29,0.0778,10.0,-24.414,0.0,0.0314,0.938,0.901,0.0981,0.13,56.458,5.0,anime,1.3905333333333334
Kato,Sleep Anime Lofi Beats,Shinzou Wo Sasageyo! (Attack On Titan),58.0,56305.0,False,0.572,0.108,0.0,-26.102,0.0,0.0468,0.898,0.828,0.1,0.469,74.998,4.0,anime,0.9384166666666667
Kato,Sleep Anime Lofi Beats,The Day Lofi (My Hero Academia),57.0,85693.0,False,0.512,0.047,1.0,-25.408,0.0,0.0326,0.847,0.96,0.343,0.0837,96.002,4.0,anime,1.4282166666666667
Bastiancortesxv,Karma,Karma,40.0,237019.0,False,0.587,0.394,8.0,-12.978,0.0,0.0953,0.278,0.0,0.262,0.211,163.71,4.0,anime,3.9503166666666667
wacci,空に笑えば,空に笑えば,41.0,319333.0,False,0.542,0.746,4.0,-3.802,0.0,0.0263,0.0565,0.0,0.126,0.504,82.039,4.0,anime,5.322216666666667
Official HIGE DANdism,Traveler,Pretender,60.0,326842.0,False,0.538,0.869,8.0,-3.464,1.0,0.0275,0.047,0.0,0.14,0.369,91.972,4.0,anime,5.4473666666666665
Kato,Sleep Anime Lofi Beats,Crossing Fields (Sword Art Online),57.0,97285.0,False,0.422,0.0597,2.0,-25.258,0.0,0.04,0.985,0.918,0.103,0.0544,56.123,5.0,anime,1.6214166666666667
Kato,Sleep Anime Lofi Beats,Again Lofi (Fullmetal Alchemist Brotherhood),57.0,92917.0,False,0.332,0.107,4.0,-23.231,0.0,0.0399,0.795,0.854,0.108,0.128,179.117,4.0,anime,1.5486166666666668
Kato,Sleep Anime Lofi Beats,Princess Mononoke Lofi (The Legend of Ashitaka),58.0,69483.0,False,0.564,0.0666,5.0,-26.269,0.0,0.0353,0.953,0.939,0.113,0.333,136.153,4.0,anime,1.15805
Mrs. GREEN APPLE,サママ・フェスティバル!,サママ・フェスティバル!,41.0,264160.0,False,0.404,0.963,4.0,-1.707,1.0,0.0663,0.00151,1.06e-05,0.0521,0.607,169.963,4.0,anime,4.402666666666667
Kato,Sleep Anime Lofi Beats,This Game Lofi (No Game No Life),58.0,76734.0,False,0.205,0.0634,7.0,-29.783,1.0,0.0424,0.908,0.846,0.104,0.198,88.565,5.0,anime,1.2789
Yasuharu Takanashi,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック,空蝉,50.0,175266.0,False,0.225,0.156,2.0,-17.042,0.0,0.0363,0.895,0.713,0.161,0.0415,98.63,4.0,anime,2.9211
NICO Touches the Walls,ニコ タッチズ ザ ウォールズ ノ ベスト,ニワカ雨ニモ負ケズ,58.0,261653.0,False,0.38,0.951,1.0,-2.92,1.0,0.147,0.00282,0.0,0.0536,0.664,186.127,4.0,anime,4.360883333333334
Masato(coldrain);coladrain;Hiroaki Tsutsumi,TVアニメ『呪術廻戦』オリジナル・サウンドトラック,REMEMBER,48.0,243333.0,False,0.383,0.944,1.0,-5.552,0.0,0.154,0.00105,9.64e-05,0.282,0.332,150.577,4.0,anime,4.05555
SID,hikari,嘘,60.0,205973.0,False,0.438,0.939,11.0,-3.545,0.0,0.0586,0.0118,0.0,0.212,0.842,179.853,4.0,anime,3.4328833333333333
sasanomaly,空と虚,空と虚,55.0,223846.0,False,0.669,0.751,5.0,-5.447,0.0,0.0299,0.00483,0.0237,0.326,0.833,103.976,4.0,anime,3.730766666666667
the peggies,足跡,足跡,56.0,227973.0,False,0.388,0.791,9.0,-2.25,1.0,0.0358,0.00077,2.41e-05,0.116,0.775,163.943,4.0,anime,3.79955
Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",T-Kt,51.0,174560.0,False,0.28,0.159,2.0,-12.936,0.0,0.0392,0.652,0.627,0.0948,0.0393,58.714,4.0,anime,2.9093333333333335
Sayuri,Sorewa Chiisana Hikarinoyouna,それは小さな光のような,36.0,272916.0,False,0.492,0.959,7.0,0.698,0.0,0.0535,0.109,0.0,0.0796,0.349,143.966,3.0,anime,4.5486
Hiroyuki Sawano,「バブル」オリジナル・サウンドトラック (Extra Track ver.),UTAtoHIBIKI,51.0,92380.0,False,0.652,0.372,0.0,-9.151,1.0,0.0327,0.687,0.178,0.0907,0.266,126.034,4.0,anime,1.5396666666666667
Hideki Taniuchi,DEATH NOTE Original Soundtrack,Death Note,44.0,190080.0,False,0.353,0.323,8.0,-4.171,1.0,0.039,3.82e-05,0.837,0.154,0.208,134.852,4.0,anime,3.168
Kijugo,Fukashigi no Carte but is it okay if it's lofi?,Fukashigi no Carte but is it okay if it's lofi?,50.0,165000.0,False,0.792,0.138,2.0,-17.393,0.0,0.0832,0.949,0.942,0.124,0.434,80.028,4.0,anime,2.75
はてな,声?,声?,52.0,247306.0,False,0.42,0.964,5.0,-3.35,1.0,0.0902,0.015,0.0,0.207,0.584,170.019,4.0,anime,4.121766666666667
Hideki Taniuchi,DEATH NOTE Original Soundtrack,L no Theme B,43.0,174000.0,False,0.742,0.923,11.0,-6.316,0.0,0.0293,0.047,0.0335,0.064,0.892,110.006,4.0,anime,2.9
茅原実里,みちしるべ,みちしるべ,48.0,287706.0,False,0.289,0.422,9.0,-5.88,1.0,0.0337,0.171,0.0,0.0862,0.212,173.795,4.0,anime,4.7951
Feora,Vogel im Kafig,Vogel im Kafig,45.0,175609.0,False,0.431,0.385,9.0,-10.433,0.0,0.0332,0.0117,0.527,0.11,0.122,159.956,4.0,anime,2.926816666666667
Aimer,SPARK-AGAIN,SPARK-AGAIN,58.0,244160.0,False,0.399,0.946,11.0,-3.397,0.0,0.15,0.000913,0.00462,0.356,0.502,90.068,4.0,anime,4.069333333333334
UVERworld,ODD FUTURE,ODD FUTURE,56.0,225906.0,False,0.694,0.795,0.0,-4.649,0.0,0.0924,0.015,0.0,0.114,0.556,128.036,4.0,anime,3.7651
Kato,One Piece Vibes,To the Grand Line,48.0,118461.0,False,0.516,0.485,0.0,-10.219,1.0,0.0301,0.0159,0.76,0.185,0.27,78.04,4.0,anime,1.97435
ASIAN KUNG-FU GENERATION,BEST HIT AKG 2 (2012-2018),ブラッドサーキュレーター,57.0,222826.0,False,0.372,0.975,0.0,-2.856,1.0,0.126,0.0493,0.0,0.331,0.3,181.017,4.0,anime,3.713766666666667
Ikimonogakari,Chou Ikimonobakari Tennen Kinen Members Best Selection,SAKURA,52.0,353800.0,False,0.463,0.514,5.0,-5.031,0.0,0.0301,0.141,0.0,0.37,0.41,149.951,4.0,anime,5.8966666666666665
Samuel Kim,"Luffy's Fierce Attack (from ""One Piece"")","Luffy's Fierce Attack (from ""One Piece"")",45.0,169496.0,False,0.445,0.82,8.0,-7.538,1.0,0.0407,0.0508,0.84,0.198,0.438,102.826,4.0,anime,2.8249333333333335
CHiCO with HoneyWorks,我武者羅 (TV size),我武者羅 (TV size),49.0,90000.0,False,0.509,0.965,11.0,-3.007,1.0,0.129,0.257,0.0,0.4,0.755,97.006,4.0,anime,1.5
UVERworld,Timeless,D-tecnoLife,60.0,233893.0,False,0.463,0.934,1.0,-3.566,0.0,0.141,0.0223,0.0,0.301,0.649,168.005,4.0,anime,3.898216666666667
SCREEN mode,1/1,Reason Living,52.0,244306.0,False,0.415,0.943,8.0,-2.531,1.0,0.0662,0.007,0.0,0.385,0.555,91.456,4.0,anime,4.071766666666667
ASCA,百歌繚乱,RESISTER,58.0,227080.0,False,0.483,0.946,8.0,-3.059,1.0,0.0906,0.00997,0.0,0.141,0.4,91.497,4.0,anime,3.784666666666667
Rustage,Sasuke,Sasuke,42.0,181773.0,True,0.739,0.893,3.0,-3.701,0.0,0.329,0.622,0.0,0.136,0.794,136.119,4.0,anime,3.02955
FantasticYouth,外道讃歌,外道讃歌,53.0,269031.0,False,0.609,0.749,6.0,-3.373,1.0,0.0461,0.376,0.0,0.0628,0.533,99.951,4.0,anime,4.48385
halca,Assortrip,センチメンタルクライシス,54.0,243960.0,False,0.409,0.896,7.0,-2.535,1.0,0.105,0.0107,0.0018,0.127,0.577,167.127,4.0,anime,4.066
MAN WITH A MISSION,Dark Crow,Dark Crow,56.0,278186.0,False,0.537,0.944,7.0,-4.406,1.0,0.0988,0.00634,0.0,0.0233,0.36,148.019,4.0,anime,4.636433333333334
Otaku,Ghibli Lofi,Aryetti's Song,60.0,115616.0,False,0.49,0.296,3.0,-20.157,0.0,0.0301,0.726,0.862,0.106,0.339,75.012,4.0,anime,1.9269333333333334
Samuel Kim,"Kamado Tanjirou no Uta - Orchestral Version (from ""Demon Slayer"")","Kamado Tanjirou no Uta - Orchestral Version (from ""Demon Slayer"")",47.0,217681.0,False,0.322,0.378,2.0,-8.655,0.0,0.0304,0.512,0.22,0.169,0.107,75.853,4.0,anime,3.6280166666666664
Official HIGE DANdism,Subtitle,Subtitle,53.0,305509.0,False,0.649,0.683,6.0,-6.49,1.0,0.0424,0.0313,0.0,0.118,0.381,130.0,4.0,anime,5.091816666666666
Kenzie Smith Piano,"Anime Music Collection Piano Solo, Vol. 7","Sadness and Sorrow (From ""Naruto"")",49.0,190275.0,False,0.536,0.0486,4.0,-17.507,0.0,0.132,0.92,0.822,0.0821,0.157,128.263,4.0,anime,3.17125
Rustage,Yellow Flash (Minato Rap),Yellow Flash (Minato Rap),41.0,156808.0,False,0.737,0.83,11.0,-4.767,0.0,0.349,0.485,0.0,0.0936,0.591,75.02,4.0,anime,2.6134666666666666
中野家の五つ子,Gotoubun no Katachi / Hatsukoi (Special Edition),Gotoubun no Katachi,52.0,243733.0,False,0.509,0.889,7.0,-2.174,1.0,0.0435,0.0805,2.06e-05,0.183,0.859,158.006,4.0,anime,4.062216666666667
Joe Hisaishi,Howl's Moving Castle Soundtrack,The Flower Garden,64.0,178506.0,False,0.0999,0.181,0.0,-17.599,0.0,0.0424,0.94,0.888,0.105,0.0922,71.277,4.0,anime,2.9751
KOHTA YAMAMOTO,Attack on Titan The Final Season Original Soundtrack,The Warriors,46.0,246413.0,False,0.513,0.753,0.0,-9.129,1.0,0.0384,0.0227,0.876,0.103,0.247,150.004,3.0,anime,4.106883333333333
Joe Hisaishi,Kiki's Delivery Service Soundtrack Music Collection,A Town with an Ocean View,59.0,180333.0,False,0.524,0.345,7.0,-15.659,1.0,0.0261,0.489,0.013,0.342,0.771,106.621,4.0,anime,3.00555
Hiroyuki Sawano,Attack On Titan The Final Season Original Soundtrack 02,attack ON taian [TFSv],47.0,297026.0,False,0.547,0.807,4.0,-8.984,0.0,0.0694,0.00515,0.863,0.0926,0.171,125.008,4.0,anime,4.950433333333334
Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",The Reluctant Heroes,54.0,267120.0,False,0.552,0.804,11.0,-7.233,0.0,0.0968,0.00486,2.75e-05,0.414,0.543,127.039,4.0,anime,4.452
Kato,Ghibli Vibes,My Neighbor Totoro (Path of the Wind),49.0,104736.0,False,0.636,0.293,8.0,-10.486,1.0,0.0277,0.826,0.578,0.116,0.286,76.01,4.0,anime,1.7456
Samuel Kim,Rex Incognito (Zhongli Theme) - Epic Version,Rex Incognito (Zhongli Theme) - Epic Version,44.0,176069.0,False,0.456,0.859,5.0,-7.397,0.0,0.0471,0.000837,0.473,0.137,0.143,144.967,4.0,anime,2.9344833333333336
Linked Horizon,Shoukei to Shikabane no Michi [TV Size],Shoukei to Shikabane no Michi [TV Size],54.0,90090.0,False,0.408,0.943,0.0,-4.579,0.0,0.0913,0.226,0.0,0.352,0.807,178.076,4.0,anime,1.5015
Rustage;OzzaWorld,Next Hokage (Naruto Rap) [feat. Ozzaworld],Next Hokage (Naruto Rap) [feat. Ozzaworld],42.0,199206.0,False,0.844,0.828,11.0,-5.346,0.0,0.12,0.56,0.0,0.128,0.834,100.035,4.0,anime,3.3201
frad,Unrequited Love,The Girl I Have a Crush On,56.0,137483.0,False,0.686,0.329,7.0,-10.924,1.0,0.0431,0.875,0.894,0.688,0.558,190.007,4.0,anime,2.2913833333333335
Khantrast;Musicality;mellowthemanic;Fabvl,Demon Slayer Freestyle,Demon Slayer Freestyle,51.0,149398.0,True,0.567,0.686,4.0,-8.646,0.0,0.0671,0.181,0.0,0.0952,0.246,135.062,4.0,anime,2.4899666666666667
ENHYPEN,DIMENSION : ANSWER,Upper Side Dreamin’,56.0,189402.0,False,0.608,0.886,0.0,-3.027,1.0,0.0773,0.0281,0.0,0.446,0.783,106.02,4.0,anime,3.1567
Otaku,Anime Lofi Vol. 2,Renai Circulation (Bakemonogatari),58.0,105616.0,False,0.612,0.259,11.0,-11.096,0.0,0.0999,0.196,0.901,0.106,0.214,149.957,4.0,anime,1.7602666666666666
Macaroni Empitsu,LiKE,トリコになれ,41.0,180186.0,False,0.68,0.865,9.0,-3.14,1.0,0.0394,0.107,0.0,0.279,0.848,128.138,4.0,anime,3.0031
Ricardo Silva,El Cantante Original de Las Series Mas Famosas de Comic y Anime,Tema de Digimon 2 Impacto Rojo,40.0,271973.0,False,0.548,0.622,0.0,-13.487,1.0,0.0983,0.0193,2.66e-06,0.344,0.557,160.278,4.0,anime,4.532883333333333
Cö Shu Nie,give it back,give it back,56.0,212476.0,False,0.461,0.591,1.0,-5.838,1.0,0.0496,0.463,0.0,0.05,0.354,99.826,4.0,anime,3.5412666666666666
Hiroaki Tsutsumi,Tokyo Revengers Original Soundtrack,This Is Revenge,43.0,295666.0,False,0.36,0.918,2.0,-5.51,0.0,0.078,0.000536,0.846,0.197,0.0856,90.072,4.0,anime,4.927766666666667
Cö Shu Nie,give it back,give it back,48.0,214880.0,False,0.492,0.581,1.0,-5.922,1.0,0.047,0.471,0.0,0.0509,0.351,100.033,4.0,anime,3.5813333333333333
Yutaka Yamada,東京喰種トーキョーグール:re Original Soundtrack,Remembering (feat. Tate McRae),45.0,276600.0,False,0.174,0.288,2.0,-8.649,1.0,0.0388,0.876,4.01e-06,0.0918,0.289,78.793,4.0,anime,4.61
Yasuharu Takanashi,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック,形勢逆転,50.0,240946.0,False,0.351,0.877,9.0,-8.558,0.0,0.0517,0.000256,0.865,0.0635,0.427,180.071,4.0,anime,4.015766666666667
MUSASHI PROJECT,NARUTO -ナルト- オリジナルサウンドトラック,激と撃,50.0,127466.0,False,0.494,0.857,4.0,-8.799,0.0,0.0624,0.00371,0.0115,0.0718,0.536,176.059,4.0,anime,2.124433333333333
Hiroaki Tsutsumi,TVアニメ『呪術廻戦』オリジナル・サウンドトラック,最恐,35.0,201626.0,False,0.408,0.369,8.0,-13.896,1.0,0.043,0.0871,0.841,0.177,0.154,99.595,4.0,anime,3.3604333333333334
Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",lit,49.0,50533.0,False,0.715,0.0319,4.0,-23.01,1.0,0.131,0.995,0.967,0.123,0.764,140.076,3.0,anime,0.8422166666666666
FLOW,COLORS,COLORS -CODE GEASS OPENING MIX-,53.0,93786.0,False,0.524,0.815,1.0,-5.414,1.0,0.0369,0.0482,0.0,0.122,0.638,136.072,4.0,anime,1.5631
Hideki Taniuchi,DEATH NOTE Original Soundtrack Ⅱ,Kuroi Light,42.0,118080.0,False,0.722,0.857,4.0,-6.146,0.0,0.0344,0.912,0.00072,0.24,0.816,109.959,3.0,anime,1.968
ACN Music.,Guts,Guts,57.0,216317.0,False,0.422,0.251,4.0,-14.488,1.0,0.0308,0.756,0.843,0.137,0.0664,139.671,4.0,anime,3.6052833333333334
Nana Mizuki,ダブルシャッフル,ダブルシャッフル,49.0,209000.0,False,0.664,0.928,1.0,-3.811,0.0,0.058,0.00989,0.0,0.0773,0.53,119.96,4.0,anime,3.4833333333333334
LiSA,往け,往け,59.0,228266.0,False,0.56,0.952,1.0,-2.579,0.0,0.162,0.135,0.0,0.162,0.689,89.872,4.0,anime,3.8044333333333333
ACN Music.,Strong and Strike,Strong and Strike,48.0,128058.0,False,0.495,0.942,0.0,-2.77,1.0,0.129,0.00526,0.00883,0.0874,0.404,176.058,4.0,anime,2.1343
Kijugo,Blue Bird but is it okay if it's lofi?,Blue Bird but is it okay if it's lofi?,47.0,184761.0,False,0.782,0.385,5.0,-17.469,0.0,0.0413,0.832,0.846,0.0888,0.815,126.054,4.0,anime,3.07935
Yoshihisa Hirano,TVアニメ「HUNTER×HUNTER」オリジナル・サウンドトラック,奇術師のバイレ,51.0,66946.0,False,0.734,0.724,7.0,-11.339,0.0,0.0398,0.679,0.842,0.258,0.85,116.982,3.0,anime,1.1157666666666666
miwa,guitarissimo,chAngE,57.0,249746.0,False,0.442,0.973,7.0,-2.01,1.0,0.156,0.0268,0.0,0.108,0.635,164.852,4.0,anime,4.162433333333333
Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,HERO A,50.0,195666.0,False,0.55,0.958,6.0,-5.292,0.0,0.0678,0.0227,0.129,0.128,0.595,120.052,4.0,anime,3.2611
PELICAN FANCLUB,解放のヒント,三原色,56.0,205213.0,False,0.433,0.853,6.0,-4.237,0.0,0.0405,0.0114,0.0,0.162,0.697,100.002,4.0,anime,3.4202166666666667
Feora,Despair,Despair,44.0,180154.0,False,0.508,0.369,4.0,-9.492,0.0,0.0324,0.0388,0.736,0.0936,0.0526,120.165,4.0,anime,3.0025666666666666
Khantrast,Let's Ride,Let's Ride,61.0,120981.0,True,0.765,0.75,10.0,-7.375,1.0,0.198,0.232,0.0,0.233,0.568,128.031,4.0,anime,2.01635
伊藤美来,青100色 (TVアニメ「古見さんは、コミュ症です。」オープニング・テーマ),青100色,51.0,236000.0,False,0.713,0.875,7.0,-1.098,1.0,0.0286,0.36,0.703,0.183,0.645,119.962,4.0,anime,3.933333333333333
Kato,Naruto Vibes,Loneliness,45.0,109000.0,False,0.654,0.325,2.0,-10.283,0.0,0.0453,0.123,0.785,0.11,0.0997,143.929,4.0,anime,1.8166666666666667
Kijugo,Gurenge but is it okay if it's lofi?,Gurenge but is it okay if it's lofi?,47.0,198000.0,False,0.853,0.408,7.0,-13.163,1.0,0.105,0.457,0.936,0.271,0.548,120.002,4.0,anime,3.3
Kensuke Ushio,DEVILMAN crybaby (Original Soundtrack),Smells Blood,63.0,109280.0,False,0.641,0.598,4.0,-8.485,0.0,0.0426,0.000586,0.863,0.121,0.161,109.999,4.0,anime,1.8213333333333332
Evan Call,VIOLET EVERGARDEN: Automemories,The Voice in My Heart,51.0,140346.0,False,0.324,0.125,2.0,-20.515,0.0,0.0473,0.979,0.895,0.136,0.157,117.782,3.0,anime,2.3391
Samuel Kim,Kung Fu Panda: Epic Collection,Kai's Theme,46.0,173762.0,False,0.299,0.63,2.0,-8.499,0.0,0.0451,0.299,0.876,0.0947,0.328,65.546,4.0,anime,2.8960333333333335
Aqua Timez,10th Anniversary Best BLUE,ALONES,58.0,259933.0,False,0.393,0.957,9.0,-3.914,0.0,0.101,0.000748,0.0,0.302,0.523,186.04,4.0,anime,4.332216666666667
Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Counter Attack-Mankind,48.0,366586.0,False,0.345,0.849,6.0,-9.816,0.0,0.0735,0.00658,0.875,0.36,0.185,110.009,4.0,anime,6.109766666666666
Destly,Genshin Impact Sumeru Collection (Visages of Wisdom),Port Ormos,49.0,106743.0,False,0.368,0.281,6.0,-16.335,1.0,0.0508,0.0208,0.917,0.0814,0.775,87.387,4.0,anime,1.77905
Vickeblanka,Lucky Ending,Lucky Ending,45.0,255633.0,False,0.598,0.611,11.0,-5.116,1.0,0.0227,0.231,0.0,0.152,0.452,82.98,3.0,anime,4.26055
MADKID,CIRCUS,RISE,56.0,209226.0,False,0.472,0.929,7.0,-3.162,1.0,0.156,0.0197,0.0,0.345,0.481,165.104,4.0,anime,3.4871
Samuel Kim,Attack on Titan: Epic Collection,Attack on Titan Theme,45.0,302006.0,False,0.268,0.754,10.0,-6.871,0.0,0.0609,0.384,0.759,0.147,0.148,125.008,4.0,anime,5.033433333333333
Kupla,Kingdom in Blue,Kingdom in Blue,58.0,201154.0,False,0.524,0.238,7.0,-11.162,1.0,0.0423,0.657,0.926,0.16,0.12,78.018,4.0,anime,3.3525666666666667
MADKID,RISE,RISE,51.0,206213.0,False,0.47,0.932,7.0,-3.202,1.0,0.174,0.0182,0.0,0.464,0.584,164.981,4.0,anime,3.4368833333333333
LiSA;Uru,再会 (produced by Ayase),再会 (produced by Ayase),61.0,242166.0,False,0.713,0.606,7.0,-5.718,0.0,0.0328,0.315,0.0,0.262,0.492,90.005,4.0,anime,4.0361
桶狭間ありさ,The God of High School Original Soundtrack,Power of Mujin Park,46.0,77766.0,False,0.517,0.817,7.0,-7.592,1.0,0.0396,0.000372,0.962,0.269,0.605,100.002,4.0,anime,1.2961
Official HIGE DANdism,エスカパレード,115万キロのフィルム,72.0,324633.0,False,0.516,0.791,3.0,-1.927,1.0,0.0318,0.00345,0.0,0.141,0.48,96.921,4.0,anime,5.41055
Lenny code fiction,Montage,Make my story,56.0,267586.0,False,0.531,0.942,8.0,-3.835,1.0,0.0554,0.00179,0.0,0.398,0.823,132.029,4.0,anime,4.459766666666667
Rustage;Khantrast,Red (Uchiha Rap) [feat. Khantrast],Red (Uchiha Rap) [feat. Khantrast],44.0,182017.0,True,0.801,0.924,0.0,-3.704,0.0,0.239,0.312,0.0,0.0841,0.496,139.928,4.0,anime,3.0336166666666666
Raimu,The Spirit Within,Counting Rice,60.0,181305.0,False,0.645,0.242,2.0,-13.986,0.0,0.0402,0.805,0.894,0.115,0.0744,140.015,4.0,anime,3.02175
LiSA,Launcher,Rising Hope,57.0,251213.0,False,0.547,0.978,8.0,-2.732,1.0,0.254,0.0626,0.0,0.0735,0.647,94.703,4.0,anime,4.186883333333333
Samuel Kim,Star Wars: The Dark Side Collection,Duel of the Fates - Epic Version,55.0,177153.0,False,0.423,0.638,7.0,-8.435,1.0,0.057,0.717,0.832,0.102,0.143,150.159,4.0,anime,2.95255
Kato,Anime & Chill 2,The World (Death Note),46.0,83999.0,False,0.645,0.406,11.0,-11.286,0.0,0.0381,0.882,0.899,0.0887,0.226,120.006,4.0,anime,1.3999833333333334
Megumi Hayashibara,集結の園へ,集結の園へ,38.0,303253.0,False,0.527,0.935,11.0,-4.118,0.0,0.167,0.0293,3.7e-06,0.0908,0.417,140.004,4.0,anime,5.054216666666667
conscience,Everything's Alright,Everything's Alright,59.0,203428.0,True,0.863,0.611,7.0,-9.613,1.0,0.158,0.00347,0.000159,0.0865,0.0518,104.959,4.0,anime,3.3904666666666667
Zarcort,Resident Evil Rap,Resident Evil Rap,39.0,249469.0,False,0.811,0.808,4.0,-7.112,0.0,0.3,0.31,0.0,0.632,0.838,92.011,4.0,anime,4.157816666666666
MegaR;Kballero Rap,Adán vs Zeus Rap,Adán vs Zeus Rap,39.0,226359.0,False,0.63,0.855,9.0,-7.225,0.0,0.209,0.195,0.0,0.425,0.409,85.995,4.0,anime,3.77265
Macaroni Empitsu,たましいの居場所 - EP,たましいの居場所,40.0,201535.0,False,0.643,0.827,0.0,-4.531,1.0,0.0357,0.223,0.0,0.0848,0.731,103.434,4.0,anime,3.3589166666666666
Ejsu Multimedia;Fallo;Karu,Amor Vil,Amor Vil,38.0,200754.0,False,0.587,0.665,6.0,-7.439,0.0,0.406,0.165,1e-05,0.106,0.628,179.905,4.0,anime,3.3459
Yasuharu Takanashi,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック,帰郷,44.0,110480.0,False,0.22,0.17,0.0,-13.487,1.0,0.0343,0.799,0.792,0.0792,0.0822,127.264,4.0,anime,1.8413333333333333
